entry_id,run_label,episode,workflow_file,task_name,decision_host,timestamp,agent_eft,potential,potential_before,potential_after,potential_delta,shaped_reward,top_k,lambda,gamma,temperature
0,redo_experiments_case,,synthetic_workflow_001.json,L00_T000,cpu_host_ultra,1763974046.503524,0.00013934330506574453,0.48958292603492737,0.48958292603492737,0.5320351123809814,0.04245218634605408,-0.03183360862731934,6,0.8,0.995,0.05
1,redo_experiments_case,,synthetic_workflow_001.json,L00_T002,cpu_host_ultra,1763974046.5217855,0.0003058393889316041,0.48958292603492737,0.48958292603492737,0.48956966400146484,-1.3262033462524414e-05,0.0019688882827758824,6,0.8,0.995,0.05
2,redo_experiments_case,,synthetic_workflow_001.json,L01_T002,cpu_host_ultra,1763974046.5507147,9.805589123790694,0.48956966400146484,0.48956966400146484,0.48962926864624023,5.9604644775390625e-05,0.0019108333587646521,6,0.8,0.995,0.05
3,redo_experiments_case,,synthetic_workflow_001.json,L02_T001,cpu_host_ultra,1763974046.5828657,16.901756971596857,0.48962926864624023,0.48962926864624023,0.48963022232055664,9.5367431640625e-07,0.0019577579498291087,6,0.8,0.995,0.05
4,redo_experiments_case,,synthetic_workflow_001.json,L00_T001,cpu_host_ultra,1763974046.600067,0.003613649793614285,0.48958292603492737,0.48958292603492737,0.5690256357192993,0.07944270968437195,-0.06127806520462036,6,0.8,0.995,0.05
5,redo_experiments_case,,synthetic_workflow_001.json,L01_T004,cpu_host_ultra,1763974046.7326174,22.328757412744384,0.5690256357192993,0.5690256357192993,0.2773778736591339,-0.2916477620601654,0.23442772114276889,6,0.8,0.995,0.05
6,redo_experiments_case,,synthetic_workflow_001.json,L01_T000,cpu_host_ultra,1763974046.7494216,22.328564929314314,0.5690256357192993,0.5690256357192993,0.27731671929359436,-0.29170891642570496,0.23447640001773837,6,0.8,0.995,0.05
7,redo_experiments_case,,synthetic_workflow_001.json,L01_T001,cpu_host_ultra,1763974046.7653224,22.32810252389978,0.5690256357192993,0.5690256357192993,0.2773122489452362,-0.2917133867740631,0.23447995841503144,6,0.8,0.995,0.05
8,redo_experiments_case,,synthetic_workflow_001.json,L02_T002,cpu_host_ultra,1763974046.796337,108.39042019790868,0.2773122489452362,0.2773122489452362,0.2773091495037079,-3.0994415283203125e-06,0.0011117161512375073,6,0.8,0.995,0.05
9,redo_experiments_case,,synthetic_workflow_001.json,L01_T003,cpu_host_ultra,1763974046.8266785,22.33742995158466,0.5690256357192993,0.5690256357192993,0.5689308047294617,-9.483098983764648e-05,0.002351588010787964,6,0.8,0.995,0.05
10,redo_experiments_case,,synthetic_workflow_001.json,L03_T001,cpu_host_ultra,1763974046.8995447,122.14326247351285,0.2773091495037079,0.2773091495037079,0.4114588797092438,0.1341497302055359,-0.10567394864559172,6,0.8,0.995,0.05
11,redo_experiments_case,,synthetic_workflow_001.json,L00_T001_DECOY_003,cpu_host_ultra,1763974046.9571724,22.328410071989847,0.5690256357192993,0.5690256357192993,0.5690323710441589,6.735324859619141e-06,0.002270741224288919,6,0.8,0.995,0.05
