entry_id,run_label,episode,workflow_file,task_name,decision_host,timestamp,agent_eft,potential,potential_before,potential_after,potential_delta,shaped_reward,top_k,lambda,gamma,temperature
0,redo_experiments_case,,seismology-chameleon-100p-001.json,sG1IterDecon_ID0000087,cpu_host_ultra,1763974049.6690183,0.00090125,0.07434779405593872,0.07434779405593872,0.0637473464012146,-0.010600447654724121,0.00873534750938415,6,0.8,0.995,0.05
1,redo_experiments_case,,seismology-chameleon-100p-001.json,sG1IterDecon_ID0000068,cpu_host_ultra,1763974049.689801,0.0030187495799999997,0.07434779405593872,0.07434779405593872,0.0637473464012146,-0.010600447654724121,0.00873534750938415,6,0.8,0.995,0.05
2,redo_experiments_case,,seismology-chameleon-100p-001.json,sG1IterDecon_ID0000071,cpu_host_ultra,1763974049.7092822,0.0017945839720833335,0.07434779405593872,0.07434779405593872,0.08467864245176315,0.010330848395824432,-0.007925964146852494,6,0.8,0.995,0.05
3,redo_experiments_case,,seismology-chameleon-100p-001.json,sG1IterDecon_ID0000083,cpu_host_ultra,1763974049.7302442,0.0008837500000000002,0.07434779405593872,0.07434779405593872,0.05341646820306778,-0.02093132585287094,0.01695872655510902,6,0.8,0.995,0.05
4,redo_experiments_case,,seismology-chameleon-100p-001.json,sG1IterDecon_ID0000081,cpu_host_ultra,1763974049.7479844,0.00091875,0.07434779405593872,0.07434779405593872,0.053416453301906586,-0.020931340754032135,0.016958738416433333,6,0.8,0.995,0.05
5,redo_experiments_case,,seismology-chameleon-100p-001.json,sG1IterDecon_ID0000019,cpu_host_ultra,1763974049.7639828,0.003112637226111111,0.07434779405593872,0.07434779405593872,0.05341646820306778,-0.02093132585287094,0.01695872655510902,6,0.8,0.995,0.05
6,redo_experiments_case,,seismology-chameleon-100p-001.json,sG1IterDecon_ID0000014,cpu_host_ultra,1763974049.7850661,0.0032951372666666667,0.07434779405593872,0.07434779405593872,0.0637473464012146,-0.010600447654724121,0.00873534750938415,6,0.8,0.995,0.05
7,redo_experiments_case,,seismology-chameleon-100p-001.json,sG1IterDecon_ID0000022,cpu_host_ultra,1763974049.8020856,0.0019365277777777777,0.07434779405593872,0.07434779405593872,0.0637473315000534,-0.010600462555885315,0.008735359370708462,6,0.8,0.995,0.05
8,redo_experiments_case,,seismology-chameleon-100p-001.json,sG1IterDecon_ID0000074,cpu_host_ultra,1763974049.8184555,0.003203887520138889,0.07434779405593872,0.07434779405593872,0.0637473315000534,-0.010600462555885315,0.008735359370708462,6,0.8,0.995,0.05
9,redo_experiments_case,,seismology-chameleon-100p-001.json,sG1IterDecon_ID0000094,cpu_host_ultra,1763974049.8353045,0.0010675,0.07434779405593872,0.07434779405593872,0.05341646820306778,-0.02093132585287094,0.01695872655510902,6,0.8,0.995,0.05
10,redo_experiments_case,,seismology-chameleon-100p-001.json,sG1IterDecon_ID0000017,cpu_host_ultra,1763974049.8561172,0.0030720808999999995,0.07434779405593872,0.07434779405593872,0.05341646820306778,-0.02093132585287094,0.01695872655510902,6,0.8,0.995,0.05
11,redo_experiments_case,,seismology-chameleon-100p-001.json,sG1IterDecon_ID0000013,cpu_host_ultra,1763974049.8742723,0.003082222830555555,0.07434779405593872,0.07434779405593872,0.053416453301906586,-0.020931340754032135,0.016958738416433333,6,0.8,0.995,0.05
12,redo_experiments_case,,seismology-chameleon-100p-001.json,sG1IterDecon_ID0000097,cpu_host_ultra,1763974049.8905923,0.001196388888888889,0.07434779405593872,0.07434779405593872,0.09527911245822906,0.020931318402290344,-0.01636393827199936,6,0.8,0.995,0.05
13,redo_experiments_case,,seismology-chameleon-100p-001.json,sG1IterDecon_ID0000075,cpu_host_ultra,1763974049.9073706,0.00090125035,0.07434779405593872,0.07434779405593872,0.05341646820306778,-0.02093132585287094,0.01695872655510902,6,0.8,0.995,0.05
14,redo_experiments_case,,seismology-chameleon-100p-001.json,sG1IterDecon_ID0000057,cpu_host_ultra,1763974049.9240444,0.00290500118125,0.07434779405593872,0.07434779405593872,0.05341646820306778,-0.02093132585287094,0.01695872655510902,6,0.8,0.995,0.05
15,redo_experiments_case,,seismology-chameleon-100p-001.json,sG1IterDecon_ID0000049,cpu_host_ultra,1763974049.9396071,0.0013825,0.07434779405593872,0.07434779405593872,0.07434779405593872,0.0,0.00029739117622376023,6,0.8,0.995,0.05
16,redo_experiments_case,,seismology-chameleon-100p-001.json,sG1IterDecon_ID0000012,cpu_host_ultra,1763974049.9545524,0.0015005588405555552,0.07434779405593872,0.07434779405593872,0.05341646820306778,-0.02093132585287094,0.01695872655510902,6,0.8,0.995,0.05
17,redo_experiments_case,,seismology-chameleon-100p-001.json,sG1IterDecon_ID0000045,cpu_host_ultra,1763974049.9731429,0.004359720478333333,0.07434779405593872,0.07434779405593872,0.05341646820306778,-0.02093132585287094,0.01695872655510902,6,0.8,0.995,0.05
18,redo_experiments_case,,seismology-chameleon-100p-001.json,sG1IterDecon_ID0000091,cpu_host_ultra,1763974049.9895313,0.0038849988450000003,0.07434779405593872,0.07434779405593872,0.08467862755060196,0.010330833494663239,-0.007925952285528183,6,0.8,0.995,0.05
19,redo_experiments_case,,seismology-chameleon-100p-001.json,sG1IterDecon_ID0000040,cpu_host_ultra,1763974050.0056837,0.0012268055555555556,0.07434779405593872,0.07434779405593872,0.0637473464012146,-0.010600447654724121,0.00873534750938415,6,0.8,0.995,0.05
20,redo_experiments_case,,seismology-chameleon-100p-001.json,sG1IterDecon_ID0000041,cpu_host_ultra,1763974050.0222363,0.004623337186111111,0.07434779405593872,0.07434779405593872,0.0637473538517952,-0.010600440204143524,0.008735341578722,6,0.8,0.995,0.05
21,redo_experiments_case,,seismology-chameleon-100p-001.json,sG1IterDecon_ID0000039,cpu_host_ultra,1763974050.039775,0.0012572222222222223,0.07434779405593872,0.07434779405593872,0.0637473464012146,-0.010600447654724121,0.00873534750938415,6,0.8,0.995,0.05
22,redo_experiments_case,,seismology-chameleon-100p-001.json,sG1IterDecon_ID0000032,cpu_host_ultra,1763974050.0573273,0.002443469535416667,0.07434779405593872,0.07434779405593872,0.0637473464012146,-0.010600447654724121,0.00873534750938415,6,0.8,0.995,0.05
23,redo_experiments_case,,seismology-chameleon-100p-001.json,sG1IterDecon_ID0000089,cpu_host_ultra,1763974050.0738604,0.00109375,0.07434779405593872,0.07434779405593872,0.05341646820306778,-0.02093132585287094,0.01695872655510902,6,0.8,0.995,0.05
24,redo_experiments_case,,seismology-chameleon-100p-001.json,sG1IterDecon_ID0000026,cpu_host_ultra,1763974050.0906658,0.00224069603625,0.07434779405593872,0.07434779405593872,0.0637473315000534,-0.010600462555885315,0.008735359370708462,6,0.8,0.995,0.05
25,redo_experiments_case,,seismology-chameleon-100p-001.json,sG1IterDecon_ID0000021,cpu_host_ultra,1763974050.1079624,0.0011456939374999999,0.07434779405593872,0.07434779405593872,0.0637473538517952,-0.010600440204143524,0.008735341578722,6,0.8,0.995,0.05
26,redo_experiments_case,,seismology-chameleon-100p-001.json,sG1IterDecon_ID0000077,cpu_host_ultra,1763974050.124255,0.0009450000000000002,0.07434779405593872,0.07434779405593872,0.05341646820306778,-0.02093132585287094,0.01695872655510902,6,0.8,0.995,0.05
27,redo_experiments_case,,seismology-chameleon-100p-001.json,sG1IterDecon_ID0000048,cpu_host_ultra,1763974050.14132,0.0012512499999999998,0.07434779405593872,0.07434779405593872,0.0637473315000534,-0.010600462555885315,0.008735359370708462,6,0.8,0.995,0.05
28,redo_experiments_case,,seismology-chameleon-100p-001.json,sG1IterDecon_ID0000036,cpu_host_ultra,1763974050.1576602,0.0011456943633333333,0.07434779405593872,0.07434779405593872,0.08467865735292435,0.010330863296985626,-0.007925976008176806,6,0.8,0.995,0.05
29,redo_experiments_case,,seismology-chameleon-100p-001.json,sG1IterDecon_ID0000053,cpu_host_ultra,1763974050.1752365,0.00202125,0.07434779405593872,0.07434779405593872,0.05341646820306778,-0.02093132585287094,0.01695872655510902,6,0.8,0.995,0.05
30,redo_experiments_case,,seismology-chameleon-100p-001.json,sG1IterDecon_ID0000086,cpu_host_ultra,1763974050.1922958,0.00214374951,0.07434779405593872,0.07434779405593872,0.08467864245176315,0.010330848395824432,-0.007925964146852494,6,0.8,0.995,0.05
31,redo_experiments_case,,seismology-chameleon-100p-001.json,sG1IterDecon_ID0000015,cpu_host_ultra,1763974050.210001,0.002352221289444445,0.07434779405593872,0.07434779405593872,0.0637473464012146,-0.010600447654724121,0.00873534750938415,6,0.8,0.995,0.05
32,redo_experiments_case,,seismology-chameleon-100p-001.json,sG1IterDecon_ID0000043,cpu_host_ultra,1763974050.2276714,0.004532083333333333,0.07434779405593872,0.07434779405593872,0.0637473464012146,-0.010600447654724121,0.00873534750938415,6,0.8,0.995,0.05
33,redo_experiments_case,,seismology-chameleon-100p-001.json,sG1IterDecon_ID0000085,cpu_host_ultra,1763974050.2452917,0.0016449990375,0.07434779405593872,0.07434779405593872,0.0637473315000534,-0.010600462555885315,0.008735359370708462,6,0.8,0.995,0.05
34,redo_experiments_case,,seismology-chameleon-100p-001.json,sG1IterDecon_ID0000007,cpu_host_ultra,1763974050.260855,0.0039725034825000005,0.07434779405593872,0.07434779405593872,0.05341646820306778,-0.02093132585287094,0.01695872655510902,6,0.8,0.995,0.05
35,redo_experiments_case,,seismology-chameleon-100p-001.json,sG1IterDecon_ID0000027,cpu_host_ultra,1763974050.2781053,0.0016627773925000002,0.07434779405593872,0.07434779405593872,0.05341646820306778,-0.02093132585287094,0.01695872655510902,6,0.8,0.995,0.05
36,redo_experiments_case,,seismology-chameleon-100p-001.json,sG1IterDecon_ID0000037,cpu_host_ultra,1763974050.2955673,0.0044611088805555565,0.07434779405593872,0.07434779405593872,0.08467864245176315,0.010330848395824432,-0.007925964146852494,6,0.8,0.995,0.05
37,redo_experiments_case,,seismology-chameleon-100p-001.json,sG1IterDecon_ID0000093,cpu_host_ultra,1763974050.3139684,0.0022225009625,0.07434779405593872,0.07434779405593872,0.07434779405593872,0.0,0.00029739117622376023,6,0.8,0.995,0.05
38,redo_experiments_case,,seismology-chameleon-100p-001.json,sG1IterDecon_ID0000080,cpu_host_ultra,1763974050.3346016,0.00375375,0.07434779405593872,0.07434779405593872,0.05341646820306778,-0.02093132585287094,0.01695872655510902,6,0.8,0.995,0.05
39,redo_experiments_case,,seismology-chameleon-100p-001.json,sG1IterDecon_ID0000059,cpu_host_ultra,1763974050.3524914,0.00391125056,0.07434779405593872,0.07434779405593872,0.05341646820306778,-0.02093132585287094,0.01695872655510902,6,0.8,0.995,0.05
40,redo_experiments_case,,seismology-chameleon-100p-001.json,sG1IterDecon_ID0000003,cpu_host_ultra,1763974050.3705664,0.00398124965,0.07434779405593872,0.07434779405593872,0.05341646820306778,-0.02093132585287094,0.01695872655510902,6,0.8,0.995,0.05
41,redo_experiments_case,,seismology-chameleon-100p-001.json,sG1IterDecon_ID0000092,cpu_host_ultra,1763974050.3903215,0.0020300007875000002,0.07434779405593872,0.07434779405593872,0.08467865735292435,0.010330863296985626,-0.007925976008176806,6,0.8,0.995,0.05
42,redo_experiments_case,,seismology-chameleon-100p-001.json,sG1IterDecon_ID0000066,cpu_host_ultra,1763974050.411687,0.0031762512074999995,0.07434779405593872,0.07434779405593872,0.0637473464012146,-0.010600447654724121,0.00873534750938415,6,0.8,0.995,0.05
43,redo_experiments_case,,seismology-chameleon-100p-001.json,sG1IterDecon_ID0000063,cpu_host_ultra,1763974050.4295845,0.003954997199999999,0.07434779405593872,0.07434779405593872,0.05341646820306778,-0.02093132585287094,0.01695872655510902,6,0.8,0.995,0.05
44,redo_experiments_case,,seismology-chameleon-100p-001.json,sG1IterDecon_ID0000088,cpu_host_ultra,1763974050.448294,0.0039549971475,0.07434779405593872,0.07434779405593872,0.08467865735292435,0.010330863296985626,-0.007925976008176806,6,0.8,0.995,0.05
45,redo_experiments_case,,seismology-chameleon-100p-001.json,sG1IterDecon_ID0000058,cpu_host_ultra,1763974050.4721694,0.004007497725000001,0.07434779405593872,0.07434779405593872,0.0637473464012146,-0.010600447654724121,0.00873534750938415,6,0.8,0.995,0.05
46,redo_experiments_case,,seismology-chameleon-100p-001.json,sG1IterDecon_ID0000060,cpu_host_ultra,1763974050.4946027,0.0035,0.07434779405593872,0.07434779405593872,0.05341646820306778,-0.02093132585287094,0.01695872655510902,6,0.8,0.995,0.05
47,redo_experiments_case,,seismology-chameleon-100p-001.json,sG1IterDecon_ID0000090,cpu_host_ultra,1763974050.5177047,0.004059998985,0.07434779405593872,0.07434779405593872,0.08467864245176315,0.010330848395824432,-0.007925964146852494,6,0.8,0.995,0.05
48,redo_experiments_case,,seismology-chameleon-100p-001.json,sG1IterDecon_ID0000070,cpu_host_ultra,1763974050.545195,0.004532083982222222,0.07434779405593872,0.07434779405593872,0.0637473464012146,-0.010600447654724121,0.00873534750938415,6,0.8,0.995,0.05
49,redo_experiments_case,,seismology-chameleon-100p-001.json,sG1IterDecon_ID0000029,cpu_host_ultra,1763974050.566624,0.0028895829075,0.07434779405593872,0.07434779405593872,0.053416453301906586,-0.020931340754032135,0.016958738416433333,6,0.8,0.995,0.05
50,redo_experiments_case,,seismology-chameleon-100p-001.json,sG1IterDecon_ID0000005,cpu_host_ultra,1763974050.5860696,0.00371,0.07434779405593872,0.07434779405593872,0.05341646820306778,-0.02093132585287094,0.01695872655510902,6,0.8,0.995,0.05
51,redo_experiments_case,,seismology-chameleon-100p-001.json,sG1IterDecon_ID0000006,cpu_host_ultra,1763974050.602877,0.00386749820625,0.07434779405593872,0.07434779405593872,0.053416453301906586,-0.020931340754032135,0.016958738416433333,6,0.8,0.995,0.05
52,redo_experiments_case,,seismology-chameleon-100p-001.json,sG1IterDecon_ID0000079,cpu_host_ultra,1763974050.6225255,0.001321249055,0.07434779405593872,0.07434779405593872,0.05341646820306778,-0.02093132585287094,0.01695872655510902,6,0.8,0.995,0.05
53,redo_experiments_case,,seismology-chameleon-100p-001.json,sG1IterDecon_ID0000078,cpu_host_ultra,1763974050.6441948,0.0017325002187500004,0.07434779405593872,0.07434779405593872,0.0637473538517952,-0.010600440204143524,0.008735341578722,6,0.8,0.995,0.05
54,redo_experiments_case,,seismology-chameleon-100p-001.json,sG1IterDecon_ID0000044,cpu_host_ultra,1763974050.6659906,0.0046233333333333335,0.07434779405593872,0.07434779405593872,0.05341646820306778,-0.02093132585287094,0.01695872655510902,6,0.8,0.995,0.05
